Language,Code Value,lat_str,lon_str,genus,family,countrycodes
Magindanao,mdh,6.833333333,124.5,Greater Central Philippine,Austronesian,PH
Mongo,lol,0,21,Bantoid,Niger-Congo,CD
Mango,mge,8.75,17,Bongo-Bagirmi,Central Sudanic,TD
Musgu,mug,10.83333333,14.91666667,Biu-Mandara,Afro-Asiatic,TD CM
Mahican,xpq,42.66666667,-73.5,Algonquian,Algic,US
Marathi,mar,19,76,Indic,Indo-European,IN
Mehek,nux,-3.75,142.5,Tama Sepik,Sepik,PG
Miri (Hill):,mrg,27.91666667,93.83333333,Tani,Sino-Tibetan,IN
Mah Meri,mhe,2.833333333,101.5,Aslian,Austro-Asiatic,MY
Mbalanhu,lnb,-17.5,15,Bantoid,Niger-Congo,NA
Micmac,mic,45,-63,Algonquian,Algic,CA
Midob,mei,15.08333333,26.25,Nubian,Eastern Sudanic,SD
Mien,ium,25,111,Hmong-Mien,Hmong-Mien,CN
Migama,mmy,12.16666667,19.83333333,East Chadic,Afro-Asiatic,TD
Miisiirii,tma,13.5,22,Taman,Eastern Sudanic,TD SD
Miju,mxj,29,96,Tani,Sino-Tibetan,IN
Mikir,mjw,26.33333333,93.5,Kuki-Chin,Sino-Tibetan,IN
Milang,adi,28.5,95.25,Tani,Sino-Tibetan,IN
Minangkabau,min,-1,101,Malayo-Sumbawan,Austronesian,ID
Miriwung,mep,-15.66666667,129,Jarrakan,Jarrakan,AU
Miskito,miq,14,-83.66666667,Misumalpan,Misumalpan,NI
Mituku,zmq,-1.666666667,25.5,Bantoid,Niger-Congo,CD
Miya,mkf,10.91666667,9.666666667,West Chadic,Afro-Asiatic,NG
Mizo,lus,23.16666667,92.83333333,Kuki-Chin,Sino-Tibetan,IN BD
Mixtec (Jamiltepec),mxt,16.25,-97.83333333,Mixtecan,Oto-Manguean,MX
Mixtec (San Juan Colorado),mjc,16.5,-98,Mixtecan,Oto-Manguean,MX
Manjaku,mfv,12,-16.25,Northern Atlantic,Niger-Congo,GW
Mauka,mxx,8.333333333,-7.5,Western Mande,Mande,CI
Miwok (Bodega),csi,38.33333333,-123,Miwok,Penutian,US
Makonde,kde,-11,40,Bantoid,Niger-Congo,MZ TZ
Mekeo,mek,-8.333333333,146.5,Oceanic,Austronesian,PG
Mandinka (Gambian),mnk,13.41666667,-16,Western Mande,Mande,GM
Mongol (Khamnigan),,49,117,Mongolic,Altaic,MN CN
Mikasuki,mik,32,-85,Muskogean,Muskogean,US
Makasae,mkz,-8.666666667,126.5,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,TL
Maklew,mgf,-7.666666667,139.4166667,Bulaka River,Bulaka River,ID
Mankanya,knf,12.08333333,-15.91666667,Northern Atlantic,Niger-Congo,GW
Mokilko,moz,11.91666667,18.08333333,East Chadic,Afro-Asiatic,TD
Mankon,nge,6,10.16666667,Bantoid,Niger-Congo,CM
Mikarew,msy,-4.416666667,144.9166667,Mikarew,Lower Sepik-Ramu,PG
Makassar,mak,-5.416666667,119.5833333,South Sulawesi,Austronesian,ID
Maranungku,zmr,-13.66666667,130,Wagaydy,Western Daly,AU
Máku,,0.416666667,-69.83333333,Máku,Máku,BR
Makaa,mcp,3.416666667,12.25,Bantoid,Niger-Congo,CM
Mambila,mcu,6.75,11.5,Bantoid,Niger-Congo,CM NG
Malacca Creole,mcm,2.2,102.25,Creoles and Pidgins,other,MY
Maale,mdy,6,36.91666667,North Omotic,Afro-Asiatic,ET
Malgwa,mfi,11.5,13.75,Biu-Mandara,Afro-Asiatic,NG
Mali,gcc,-4.833333333,152.25,Baining,Baining-Taulil,PG
Malakmalak,mpb,-13.41666667,130.4166667,Northern Daly,Northern Daly,AU
Molala,mbe,44.5,-122.5,Molala,Penutian,US
Mlabri (Minor),mra,18.5,101,Palaung-Khmuic,Austro-Asiatic,TH
Maltese,mlt,35.91666667,14.41666667,Semitic,Afro-Asiatic,MT
Maleu,mgl,-5.716666667,148.4166667,Oceanic,Austronesian,PG
Malay,zsm,3,102,Malayo-Sumbawan,Austronesian,MY
Mandaic (Modern),mid,31,48.5,Semitic,Afro-Asiatic,IQ IR
Mangap-Mbula,mna,-5.666666667,148.0833333,Oceanic,Austronesian,PG
Mari (Meadow),mhr,57,48,Mari,Uralic,RU
Mambai,mcs,9.666666667,14,Adamawa,Niger-Congo,TD
Mamanwa,mmn,9.416666667,125.5,Greater Central Philippine,Austronesian,PH
Mordvin (Moksha),mdf,54,44,Mordvin,Uralic,RU
Mampruli,maw,10.33333333,-0.666666667,Gur,Niger-Congo,GH TG
Mamasa,mqj,-3.083333333,119.6666667,South Sulawesi,Austronesian,ID
Malay (Ulu Muar),zmi,2.666666667,102.5,Malayo-Sumbawan,Austronesian,MY
Mamvu,mdi,3.25,29,Mangbutu-Efe,Central Sudanic,CD
Mambwe,mgr,-9.083333333,31.16666667,Bantoid,Niger-Congo,TZ ZM
Mam (Southern),mms,14.83333333,-91.66666667,Mayan,Mayan,GT
Muna,mnb,-5,122.5,Celebic,Austronesian,ID
Manchu,mnc,49.5,127.5,Tungusic,Altaic,CN
Mandarin,cmn,34,110,Chinese,Sino-Tibetan,CN
Maidu (Northeast),nmu,40,-120.6666667,Maiduan,Penutian,US
Manggarai,mqy,-8.5,120.3333333,Central Malayo-Polynesian,Austronesian,ID
Moni,mnz,-3.666666667,137,Wissel Lakes-Kemandoga,Trans-New Guinea,ID
Mantjiltjara,mpj,-22.66666667,125.0833333,Western Pama-Nyungan,Pama-Nyungan,AU
Maninka,emk,10.5,-9.5,Western Mande,Mande,GN SL
Manam,mva,-4,145,Oceanic,Austronesian,PG
Mono (in United States),mnr,38,-119,Numic,Uto-Aztecan,US
Mandar,mdr,-3.416666667,119.0833333,South Sulawesi,Austronesian,ID
Mansi,mns,62,62,Ugric,Uralic,RU
Mentawai,mwv,-1.5,99,Northwest Sumatra-Barrier Islands,Austronesian,ID
Mun,mji,19,110,Hmong-Mien,Hmong-Mien,CN
Minaveha,mvn,-9.6,150.4666667,Oceanic,Austronesian,PG
Manx,glv,54.16666667,-4.5,Celtic,Indo-European,GB
Margany,zmc,-27,144.5,Northern Pama-Nyungan,Pama-Nyungan,AU
Munzombo,moj,3,18.41666667,Ubangi,Niger-Congo,CG
Mono-Alu,mte,-7.05,155.75,Oceanic,Austronesian,SB
Moca,moy,7.583333333,35.5,North Omotic,Afro-Asiatic,ET
Mordvin (Erzya),myv,53,45.5,Mordvin,Uralic,KZ RU
Mofu-Gudur,mif,10.5,14,Biu-Mandara,Afro-Asiatic,CM
Moghol,mhj,35,62,Mongolic,Altaic,AF
Mohawk,moh,43.5,-74.25,Northern Iroquoian,Iroquoian,CA US
Mojave,mov,34.66666667,-114.5833333,Yuman,Hokan,US
Mokilese,mkj,6.666666667,159.75,Oceanic,Austronesian,FM
Moldavian,ron,47,29,Romance,Indo-European,MD
Mombum,mso,-8.25,138.75,Mombum,Mombum,ID
Mon,mnw,14.83333333,100.5,Monic,Austro-Asiatic,TH MM
Mooré,mos,12.83333333,-1.25,Gur,Niger-Congo,BF
Mopan,mop,16.58333333,-88.66666667,Mayan,Mayan,BZ
Mor,mhz,-2.95,135.75,South Halmahera - West New Guinea,Austronesian,ID
Mosetén,cas,-14.75,-67.83333333,Mosetenan,Mosetenan,BO
Motuna,siw,-6.616666667,155.4166667,East Bougainville,East Bougainville,PG
Moru,mgd,4.75,29.75,Moru-Ma'di,Central Sudanic,SS
Movima,mzp,-13.83333333,-65.66666667,Movima,Movima,BO
Murrinh-Patha,mwf,-14.66666667,129.6666667,Murrinh-Patha,Southern Daly,AU
Mpongwe,mye,-1.25,9.5,Bantoid,Niger-Congo,GA
Maipure,,5.5,-67.5,Alto-Orinoco,Arawakan,VR
Mian,mpt,-4.75,141.5,Ok,Trans-New Guinea,PG
Mpur,akc,-0.75,133.25,Kebar,West Papuan,ID
Mapoyo,mcg,6,-67,Cariban,Cariban,VR
Martinique Creole,gcf,14.66666667,-61,Creoles and Pidgins,other,MQ
Momuna,mqf,-4.833333333,139.25,Momuna,Trans-New Guinea,ID
Mara,mec,-15,135.1666667,Mara,Mangarrayi-Maran,AU
Marchha,rnp,30.25,79.58333333,Bodic,Sino-Tibetan,IN
Marind,mrz,-7.833333333,140.1666667,Marind Proper,Marind,ID
Margi,mrt,11,13,Biu-Mandara,Afro-Asiatic,NG
Marrithiyel,mfr,-13.83333333,130,Bringen,Western Daly,AU
Moraori,mok,-8.583333333,140.6666667,Moraori,Moraori,ID
Mirniny,nju,-31,129,Western Pama-Nyungan,Pama-Nyungan,AU
Murik,mtf,-3.833333333,144.25,Lower Sepik,Lower Sepik-Ramu,PG
Murle,mur,6.5,33.5,Surmic,Eastern Sudanic,SS
Maranao,mrw,7.833333333,124.25,Greater Central Philippine,Austronesian,PH
Moro,mor,11,30.16666667,Heiban,Kordofanian,SD
Marquesan,mrq,-8.916666667,-140.0833333,Oceanic,Austronesian,PF
Maringarr,zmt,-14.25,130,Bringen,Western Daly,AU
Mairasi,zrs,-3.5,134,Mairasi-Tanahmerah,Trans-New Guinea,ID
Martuthunira,vma,-20.83333333,116.5,Western Pama-Nyungan,Pama-Nyungan,AU
Maru,mhx,23.5,98.5,Burmese-Lolo,Sino-Tibetan,MM
Muruwari,zmu,-28.75,147,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Muisca,chb,5,-74,Chibcha-Duit,Chibchan,CO
Munsee,umu,41.5,-74.66666667,Algonquian,Algic,US
Mising,mrg,28.5,94.83333333,Tani,Sino-Tibetan,IN
Marshallese,mah,7.116666667,171.05,Oceanic,Austronesian,MH
Masakin,jle,10.66666667,30,Talodi,Kordofanian,SD
Masalit,mls,13.33333333,22,Maban,Maban,SD TD
Musom,msu,-6.583333333,147,Oceanic,Austronesian,PG
Maisin,mbq,-9.5,149.1666667,Oceanic,Austronesian,PG
Musqueam,hur,49.16666667,-123,Central Salish,Salishan,CA
Miwok (Southern Sierra),skd,37.5,-120,Miwok,Penutian,US
Magar (Syangja),mrd,28.08333333,83.83333333,Mahakiranti,Sino-Tibetan,NP
Mentuh Tapuh,sdo,1.25,111,Land Dayak,Austronesian,MY
Matuumbi,mgw,-8.5,39,Bantoid,Niger-Congo,TZ
Montagnais,moe,52,-65,Algonquian,Algic,CA
Mixe (Tlahuitoltepec),mxp,17.08333333,-96.16666667,Mixe-Zoque,Mixe-Zoque,MX
Barí,mot,9,-73,Motilon,Chibchan,VR CO
Matukar,mjk,-4.916666667,145.75,Oceanic,Austronesian,PG
Mattole,mvb,40.16666667,-124.1666667,Athapaskan,Na-Dene,US
Malto,kmj,25,87.33333333,Northern Dravidian,Dravidian,IN
Mixe (Totontepec),mto,17.25,-96,Mixe-Zoque,Mixe-Zoque,MX
Matis,mpq,-4.416666667,-70.25,Panoan,Panoan,BR
Massachusett,wam,42.5,-71,Algonquian,Algic,US
Motu,meu,-9.333333333,147,Oceanic,Austronesian,PG
Makua,mgh,-15,38.66666667,Bantoid,Niger-Congo,MZ
Mundani,mnf,5.666666667,9.916666667,Bantoid,Niger-Congo,CM
Bargam,mlp,-4.883333333,145.75,Madang,Trans-New Guinea,PG
Muher,sgw,8.166666667,38.16666667,Semitic,Afro-Asiatic,ET
Muinane,bmr,-1,-72.5,Boran,Huitotoan,CO
Mulao,mlm,25,108,Kam-Tai,Tai-Kadai,CN
Mumuye,mzm,9,11.66666667,Adamawa,Niger-Congo,NG
Mundari,unr,23,84.66666667,Munda,Austro-Asiatic,IN
Muong,mtq,20.5,105.0833333,Viet-Muong,Austro-Asiatic,VN
Mupun,sur,9.5,8.833333333,West Chadic,Afro-Asiatic,NG
Mursi,muz,5.583333333,36.08333333,Surmic,Eastern Sudanic,ET
Mussau,emi,-1.45,149.6166667,Oceanic,Austronesian,PG
Mutsun,css,36.83333333,-121.5,Costanoan,Penutian,US
Mundurukú,myu,-7,-58,Munduruku,Tupian,BR
Muyuw,myw,-9.083333333,152.75,Oceanic,Austronesian,PG
Martu Wangka,mpj,-21.5,126,Western Pama-Nyungan,Pama-Nyungan,AU
Manobo (Western Bukidnon),mbb,7.666666667,124.75,Greater Central Philippine,Austronesian,PH
Mawchi,mke,21.33333333,73.66666667,Indic,Indo-European,IN
Mwera,mwe,-9,39,Bantoid,Niger-Congo,TZ
Miwok (Lake),lmw,38.91666667,-122.6666667,Miwok,Penutian,US
Miwok (Northern Sierra),nsq,38.33333333,-120.6666667,Miwok,Penutian,US
Mwotlap,mlv,-13.58333333,167.5833333,Oceanic,Austronesian,VU
Miwok (Plains),pmw,38,-121,Miwok,Penutian,US
Mixtec (Atatlahuca),mib,17,-97.75,Mixtecan,Oto-Manguean,MX
Mixtec (Chalcatongo),mig,17.05,-97.58333333,Mixtecan,Oto-Manguean,MX
Ifira-Mele,mxe,-17.75,168.25,Oceanic,Austronesian,VU
Mixtec (San Miguel el Grande),mig,17.05,-97.56666667,Mixtecan,Oto-Manguean,MX
Mixtec (Jicaltepec),mio,16.33333333,-98,Mixtecan,Oto-Manguean,MX
Mixtec (Alacatlatzala),mim,17.25,-98.58333333,Mixtecan,Oto-Manguean,MX
Mixtec (Molinos),mig,17,-97.58333333,Mixtecan,Oto-Manguean,MX
Mixtec (Ocotepec),mie,17.16666667,-97.75,Mixtecan,Oto-Manguean,MX
Mixtec (Peñoles),mil,17.08333333,-96.91666667,Mixtecan,Oto-Manguean,MX
Mixtec (Silacayoapan),mks,17.5,-98.16666667,Mixtecan,Oto-Manguean,MX
Mixtec (Ayutla),miy,16.91666667,-99.16666667,Mixtecan,Oto-Manguean,MX
Mixtec (Chayuco),mih,16.41666667,-97.83333333,Mixtecan,Oto-Manguean,MX
Mixe (Ayutla),mxp,17.08333333,-96.08333333,Mixe-Zoque,Mixe-Zoque,MX
Mixtec (Yosondúa),mpm,16.91666667,-97.58333333,Mixtecan,Oto-Manguean,MX
Mixtec (Coatzospan),miz,18.08333333,-96.58333333,Mixtecan,Oto-Manguean,MX
Ma'ya,slz,-1.25,130.9166667,South Halmahera - West New Guinea,Austronesian,ID
Mayogo,mdm,3,29,Ubangi,Niger-Congo,CD
Mangarrayi,mpc,-14.66666667,133.5,Mangarrayi,Mangarrayi-Maran,AU
Malay (Kuala Lumpur),zlm,3.166666667,101.7,Malayo-Sumbawan,Austronesian,MY
Malayalam,mal,10,76.5,Southern Dravidian,Dravidian,IN
Ma'anyan,mhy,-2,115,Barito,Austronesian,ID
Mayo,mfy,26,-108,Cahita,Uto-Aztecan,MX
Matsés,mcf,-5.416666667,-73.25,Panoan,Panoan,PE BR
Mayi-Yapi,,-20,141,Northern Pama-Nyungan,Pama-Nyungan,AU
Mazatec (Chiquihuitlán),maq,17.75,-96.91666667,Popolocan,Oto-Manguean,MX
Mazatec (Huautla),mau,18.25,-96.83333333,Popolocan,Oto-Manguean,MX
Mazanderani,mzn,36.5,52,Iranian,Indo-European,IR
Neo-Aramaic (Amadiya),cld,37,43,Semitic,Afro-Asiatic,IQ
Nabak,naf,-6.416666667,147,Finisterre-Huon,Trans-New Guinea,PG
Nadëb,mbj,-1,-66.5,Nadahup,Nadahup,BR
Nafaanra,nfr,8,-2.583333333,Gur,Niger-Congo,CI GH
Nagatman,nce,-3.75,141.5,Yale,Yale,PG
Nahali,nll,19.75,77.83333333,Nahali,Nahali,IN
Nanai,gld,49.5,137,Tungusic,Altaic,RU
Neo-Aramaic (Arbel Jewish),aij,31.75,35,Semitic,Afro-Asiatic,IL
Nakanai,nak,-5.583333333,150.5833333,Oceanic,Austronesian,PG
Nalik,nal,-2.95,151.3333333,Oceanic,Austronesian,PG
Namia,nnm,-3.833333333,141.75,Yellow River,Sepik,PG
Nandi,kln,0.25,35,Nilotic,Eastern Sudanic,KE
Neo-Aramaic (Persian Azerbaijan),trg,38,47,Semitic,Afro-Asiatic,IR IL
Nara (in Ethiopia),nrb,15.08333333,37.58333333,Nara,Eastern Sudanic,ER
Nasioi,nas,-6.333333333,155.5833333,East Bougainville,East Bougainville,PG
Natchez,ncz,31.75,-91.33333333,Natchez,Natchez,US
Nauruan,nau,-0.5,166.9166667,Oceanic,Austronesian,NR
Navajo,nav,36.16666667,-108,Athapaskan,Na-Dene,US
Naxi,nxq,27.5,100,Naxi,Sino-Tibetan,CN
Nambas (Big),nmb,-16.08333333,167.2,Oceanic,Austronesian,VU
Nubian (Dongolese),dgl,18.25,30.75,Nubian,Eastern Sudanic,SD
Ngombe,ngc,3,23,Bantoid,Niger-Congo,CD
Ghulfan,ghl,12,31,Nubian,Eastern Sudanic,SD
Natügu,ntu,-10.78333333,165.8666667,Oceanic,Austronesian,SB
Ngbaka (Ma'bo),nbm,3.56,18.36,Ubangi,Niger-Congo,CD
Nyambo,now,-1,31.33333333,Bantoid,Niger-Congo,TZ
Ngäbere,gym,8.666666667,-82,Guaymiic,Chibchan,PA
Nicobarese (Car),caq,9,93,Nicobarese,Austro-Asiatic,IN
Ncàm,bud,9.333333333,0.666666667,Gur,Niger-Congo,GH TG
Ndebele (in South Africa),nbl,-25.33333333,29,Bantoid,Niger-Congo,ZA
Nande,nnb,-0.083333333,29.16666667,Bantoid,Niger-Congo,CD
Ndogo,ndz,7.75,27,Ubangi,Niger-Congo,SS
Ngbandi,nbw,3.75,22,Ubangi,Niger-Congo,CD
Ndjébbana,djj,-12.16666667,134.1166667,Ndjébbana,Mangrida,AU
Ndonga,ndo,-18,17,Bantoid,Niger-Congo,AO NA
Nadroga,fij,-18.08333333,177.4166667,Oceanic,Austronesian,FJ
Ndut,ndv,14.91666667,-16.91666667,Northern Atlantic,Niger-Congo,SN
Ndumu,nmd,-1.666666667,13.58333333,Bantoid,Niger-Congo,GA
Ndyuka,djk,4.5,-54.5,Creoles and Pidgins,other,GF SR
Nederlandse Gebarentaal,dse,52.25,5.5,Sign Languages,other,NL
Negidal,neg,53,139,Tungusic,Altaic,RU
Nehan,nsn,-4.5,154.2,Oceanic,Austronesian,PG
Nelemwa,nee,-20.25,164.0833333,Oceanic,Austronesian,NC
Nenets,yrk,69,72,Samoyedic,Uralic,RU
Nepali,nep,28,85,Indic,Indo-European,NP
Nevome,ood,31,-112.5,Tepiman,Uto-Aztecan,MX
Newari (Kathmandu),new,27.66666667,85.5,Mahakiranti,Sino-Tibetan,NP
Neyo,ney,5,-6,Kru,Niger-Congo,CI
Nez Perce,nez,46,-116,Sahaptian,Penutian,US
Nganasan,nio,71,93,Samoyedic,Uralic,RU
Ngbaka (Minagende),nga,3.5,20,Gbaya-Manza-Ngbaka,Niger-Congo,CD
Ngad'a,nxg,-8.833333333,121,Central Malayo-Polynesian,Austronesian,ID
Ngemba,nge,6.2,10,Bantoid,Niger-Congo,CM
Ngan'gityemerri,nam,-14.25,130.4166667,Ngankikurungkurr,Southern Daly,AU
Ngiyambaa,wyb,-31.75,145.5,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Ngadjumaja,nju,-32.33333333,123.8333333,Western Pama-Nyungan,Pama-Nyungan,AU
Ngankikurungkurr,nam,-14,130.5,Ngankikurungkurr,Southern Daly,AU
Ngalakan,nig,-14.25,134,Ngalakan,Gunwinyguan,AU
Ngambay,sba,8.666666667,16,Bongo-Bagirmi,Central Sudanic,CM TD
Ngandi,nid,-13.83333333,135,Ngandi,Gunwinyguan,AU
Ngoni,ngo,-11,36,Bantoid,Niger-Congo,TZ MZ
Ngarinyeri,nay,-36,140,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Naga (Tangkhul),nmf,25,94.5,Kuki-Chin,Sino-Tibetan,IN
Nguna,llp,-16.91666667,168.5,Oceanic,Austronesian,VU
Ngawun,nxn,-19,141.5,Northern Pama-Nyungan,Pama-Nyungan,AU
Ngarinyman,nbj,-16.5,130.5,Western Pama-Nyungan,Pama-Nyungan,AU
Ngizim,ngi,12.08333333,10.91666667,West Chadic,Afro-Asiatic,NG
Nhanda,,-27,114.1666667,Western Pama-Nyungan,Pama-Nyungan,AU
Nahuatl (Central),nhn,19,-98.25,Aztecan,Uto-Aztecan,MX
Nahuatl (Huasteca),nhe,22,-99,Aztecan,Uto-Aztecan,MX
Nahuatl (Michoacán),ncl,18.5,-103,Aztecan,Uto-Aztecan,MX
Nahuatl (North Puebla),ncj,20,-98.25,Aztecan,Uto-Aztecan,MX
Nahuatl (Pochutla),,15.75,-96.5,Aztecan,Uto-Aztecan,MX
Nahuatl (Tetelcingo),nhg,19.66666667,-99,Aztecan,Uto-Aztecan,MX
Nahuatl (Huauchinango),,20.16666667,-98.08333333,Aztecan,Uto-Aztecan,MX
Nahuatl (Xalitla),ngu,18,-99.5,Aztecan,Uto-Aztecan,MX
Nias,nia,1,97.75,Northwest Sumatra-Barrier Islands,Austronesian,ID
Nicobarese,ncb,7,93.83333333,Nicobarese,Austro-Asiatic,IN
Niuafo'ou,num,-15.56666667,-175.6166667,Oceanic,Austronesian,TO
Nihon Shuwa (Japanese Sign Language),jsl,36,139,Sign Languages,other,JP
Nimboran,nir,-2.5,140.1666667,Nimboran,Nimboran,ID
Ningil,niz,-3.5,142.25,Wapei-Palei,Torricelli,PG
Nyishi,njz,27.5,93.5,Tani,Sino-Tibetan,IN
Nitinaht,dtd,48.66666667,-124.75,Southern Wakashan,Wakashan,CA
Niuean,niu,-19.05,-170.1166667,Oceanic,Austronesian,NZ
Nivkh,niv,53.33333333,142,Nivkh,Nivkh,RU
Nyungar,nys,-33.75,122,Western Pama-Nyungan,Pama-Nyungan,AU
Ngalkbun,ngk,-13.5,134.8333333,Gunwinygic,Gunwinyguan,AU
Nkem,isi,6.583333333,8.583333333,Bantoid,Niger-Congo,NG
Nakkara,nck,-12.11666667,134.4166667,Nakkara,Mangrida,AU
Nkonya,nko,7.166666667,0.25,Kwa,Niger-Congo,GH
Nkore-Kiga,cgg,-0.916666667,29.83333333,Bantoid,Niger-Congo,UG
Nukuoro,nkr,3.833333333,154.9166667,Oceanic,Austronesian,FM
Nyah Kur (Tha Pong),cbn,15.66666667,101.6666667,Monic,Austro-Asiatic,TH
Nubian (Kunuz),xnz,23,33,Nubian,Eastern Sudanic,EG
Ngarla,nrk,-20,119,Western Pama-Nyungan,Pama-Nyungan,AU
Ngarluma,nrl,-20.83333333,117.5,Western Pama-Nyungan,Pama-Nyungan,AU
Nyamal,nly,-21,119,Western Pama-Nyungan,Pama-Nyungan,AU
Naga (Mao),nbi,25.5,94.33333333,Kuki-Chin,Sino-Tibetan,IN
Nambikuára (Southern),nab,-14,-59.5,Nambikuaran,Nambikuaran,BR
Nomad,smq,-6.166666667,142.25,East Strickland,East Strickland,PG
Nahuatl (Mecayapan Isthmus),nhx,18.25,-94.83333333,Aztecan,Uto-Aztecan,MX
Manange,nmm,28.58333333,84,Bodic,Sino-Tibetan,NP
Nahuatl (Milpa Alta),,19.25,-99.16666667,Aztecan,Uto-Aztecan,MX
Nancowry,ncb,8.05,93.5,Nicobarese,Austro-Asiatic,IN
Nend,anh,-5,144.9166667,Madang,Trans-New Guinea,PG
Nengone,nen,-21.5,168,Oceanic,Austronesian,NC
Nyanga,nyj,-1.25,28.16666667,Bantoid,Niger-Congo,CD
Nankina,nnk,-5.783333333,146.45,Finisterre-Huon,Trans-New Guinea,PG
Nanumea,tvl,-5.666666667,176.1166667,Oceanic,Austronesian,TV
Nuni (Northern),nuv,12.16666667,-3,Gur,Niger-Congo,BF
Nanticoke,nnt,38,-76.25,Algonquian,Algic,US
Nobiin,fia,21,31,Nubian,Eastern Sudanic,EG SD
Nocte,njb,27,95.5,Northern Naga,Sino-Tibetan,IN
Noghay,nog,44,46,Turkic,Altaic,RU
Noghay (Karagash),nog,47.5,47.25,Turkic,Altaic,RU
Nomatsiguenga,not,-11.66666667,-74.5,Pre-Andine Arawakan,Arawakan,PE
Noni,nhu,6.416666667,10.58333333,Bantoid,Niger-Congo,CM
Noon,snf,14.83333333,-16.83333333,Northern Atlantic,Niger-Congo,SN
Norwegian,nob,61,8,Germanic,Indo-European,NO
Nahuatl (Pajapan),nhp,18.25,-94.75,Aztecan,Uto-Aztecan,MX
Nar-Phu,npa,28.66666667,84.25,Bodic,Sino-Tibetan,NP
Nigerian Pidgin,pcm,6.5,3.333333333,Creoles and Pidgins,other,NG
Naga Pidgin,nag,25.66666667,94,Creoles and Pidgins,other,IN
Napu,npy,-1.333333333,120.4166667,Celebic,Austronesian,ID
Nanerge,sen,11.75,-5,Gur,Niger-Congo,BF
Narom,nrm,4.416666667,114,North Borneo,Austronesian,MY
Nharo,nhr,-22.33333333,20.5,Khoe-Kwadi,Khoe-Kwadi,NA BW
Nsenga,nse,-14.5,30.83333333,Bantoid,Niger-Congo,ZM
Nisgha,ncg,55,-130,Tsimshianic,Penutian,CA
Naskapi,nsk,56,-70,Algonquian,Algic,CA
Nisenan,nsz,39,-121,Maiduan,Penutian,US
Neo-Aramaic (Assyrian),aii,36,41,Semitic,Afro-Asiatic,SY
Nahuatl (Sierra de Zacapoaxtla),azz,19.58333333,-97.33333333,Aztecan,Uto-Aztecan,MX
Norsk Tegnspråk,nsl,61,9,Sign Languages,other,NO
Ngiti,niy,1.333333333,30.25,Lendu,Central Sudanic,CD
Ngaanyatjarra,ntj,-26,126.5,Western Pama-Nyungan,Pama-Nyungan,AU
Nateni,ntm,10.5,1.166666667,Gur,Niger-Congo,BJ
Ntomba,nto,-2,18.33333333,Bantoid,Niger-Congo,CD
Nenets (Tundra),yrk,70,76,Samoyedic,Uralic,RU
Nuaulu,nxl,-3.25,129.1666667,Central Malayo-Polynesian,Austronesian,ID
Nubi,kcn,0.666666667,32.08333333,Creoles and Pidgins,other,UG
Nuer,nus,8.333333333,32,Nilotic,Eastern Sudanic,SS ET
Nunggubuyu,nuy,-13.75,135.6666667,Nunggubuyu,Gunwinyguan,AU
Nukak,mbr,2.5,-71.5,Cacua-Nukak,Cacua-Nukak,CO
Nung (in Vietnam),nut,21.91666667,106.4166667,Kam-Tai,Tai-Kadai,VN
Nupe,nup,9.166666667,5.416666667,Nupoid,Niger-Congo,NG
Nusu,nuf,26.75,99,Burmese-Lolo,Sino-Tibetan,CN
Nuuchahnulth,noo,49.66666667,-126.6666667,Southern Wakashan,Wakashan,CA
Nivkh (South Sakhalin),niv,47,142.5,Nivkh,Nivkh,RU
Newar (Dolakha),new,27.33333333,86,Mahakiranti,Sino-Tibetan,NP
Nyawaygi,nyt,-19,146.1666667,Northern Pama-Nyungan,Pama-Nyungan,AU
Nyangi,nyp,3.416666667,33.58333333,Kuliak,Eastern Sudanic,UG
Nyiha,nih,-10,33,Bantoid,Niger-Congo,ZM TZ
Nyimang,nyi,12.16666667,29.33333333,Nyimang,Eastern Sudanic,SD
Nyamkad,tpq,32,78.5,Bodic,Sino-Tibetan,IN
Nyelâyu,yly,-20.33333333,164.3333333,Oceanic,Austronesian,NC
Nyamwezi,nym,-5,33,Bantoid,Niger-Congo,TZ
Nyigina,nyh,-18,124.3333333,Nyulnyulan,Nyulnyulan,AU
Nyangumarda,nna,-20,121,Western Pama-Nyungan,Pama-Nyungan,AU
Nyulnyul,nyv,-17,122.8333333,Nyulnyulan,Nyulnyulan,AU
Nzakara,nzk,5,23,Ubangi,Niger-Congo,CD CF
Naga (Zeme),nzm,25.16666667,93.5,Kuki-Chin,Sino-Tibetan,IN
New Zealand Sign Language,nzs,-43,172,Sign Languages,other,NZ
Ogbronuagum,ogu,4.75,6.866666667,Cross River,Niger-Congo,NG
Obokuitai,afz,-3,138,Lakes Plain,Lakes Plain,ID
Obolo,ann,4.583333333,7.833333333,Cross River,Niger-Congo,NG
Ocaina,oca,-2.75,-71.75,Huitoto,Huitotoan,PE
Occitan,oci,44,2,Romance,Indo-European,FR
Ocuilteco,ocu,18.91666667,-99.66666667,Matlatzincan,Oto-Manguean,MX
Ogbia,ogb,4.666666667,6.25,Cross River,Niger-Congo,NG
