Language,Code Value,lat_str,lon_str,genus,family,countrycodes
Yakoma,yky,4.416666667,18.41666667,Ubangi,Niger-Congo,CF
Yakan,yka,6.5,122,Sama-Bajaw,Austronesian,PH
Yukaghir (Kolyma),yux,65.75,150.8333333,Yukaghir,Yukaghir,RU
Yukpa,yup,10.16666667,-72.75,Cariban,Cariban,VR CO
Yakut,sah,62,130,Turkic,Altaic,RU
Yulparija,mpj,-21,124,Western Pama-Nyungan,Pama-Nyungan,AU
Yali,yli,-4,139.3333333,Dani,Trans-New Guinea,ID
Yelmek,jel,-7.666666667,139.1666667,Bulaka River,Bulaka River,ID
Yalarnnga,ylr,-22,140,Northern Pama-Nyungan,Pama-Nyungan,AU
Yiddish (Lithuanian),ydd,55,25,Germanic,Indo-European,LT
Yamdena,jmd,-7.5,131.5,Central Malayo-Polynesian,Austronesian,ID
Yami,tao,22,121.5,Batanic,Austronesian,TW
Yemsa,jnj,7.833333333,37.33333333,North Omotic,Afro-Asiatic,ET
Yupik (Naukan),ynk,66,-172,Eskimo,Eskimo-Aleut,RU
Yingkarta,yia,-25.16666667,114.8333333,Western Pama-Nyungan,Pama-Nyungan,AU
Yankuntjatjara,kdd,-27,132,Western Pama-Nyungan,Pama-Nyungan,AU
Yanomámi,wca,2.333333333,-63,Yanomam,Yanomam,BR
Yansi,yns,-3.833333333,18,Bantoid,Niger-Congo,CD
Yanyuwa,jao,-16.41666667,137.1666667,Western Pama-Nyungan,Pama-Nyungan,AU
Yokuts (Yaudanchi),yok,36.08333333,-119.0833333,Yokuts,Penutian,US
Yoruba,yor,8,4.333333333,Defoid,Niger-Congo,NG BJ
Yup'ik (Central),esu,59.5,-160,Eskimo,Eskimo-Aleut,US
Yaqay,jaq,-6.583333333,139.25,Marind Proper,Marind,ID
Yuracare,yuz,-16.58333333,-65.25,Yuracare,Yuracare,BO
Yurimangí,,3.833333333,-77,Yurimangí,Yurimangí,CO
Yaruro,yae,7,-68,Yaruro,Yaruro,VR
Yuruti,yui,1,-70.41666667,Tucanoan,Tucanoan,CO
Yupik (Sirenik),ysr,64.5,-174,Eskimo,Eskimo-Aleut,RU
Yupik (St. Lawrence Island),ess,63.5,-170.5,Eskimo,Eskimo-Aleut,US
Yurt Tatar,nog,46.33333333,48.5,Turkic,Altaic,RU
Yukaghir (Tundra),ykg,69,155,Yukaghir,Yukaghir,RU
Yuchi,yuc,35.75,-86.75,Yuchi,Yuchi,US
Yugh,yug,61,90,Yeniseian,Yeniseian,RU
Yukulta,gcd,-17.33333333,138.8333333,Tangkic,Tangkic,AU
Yulu,yul,8.5,25.25,Bongo-Bagirmi,Central Sudanic,SS
Yup'ik (Norton Sound),esu,64,-161,Eskimo,Eskimo-Aleut,US
Yurok,yur,41.33333333,-124,Yurok,Algic,US
Yupik (Siberian),ess,65,-173,Eskimo,Eskimo-Aleut,RU
Yuwaalaraay,kld,-29.5,148,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Yawelmani,yok,35.41666667,-119,Yokuts,Penutian,US
Yawuru,ywr,-18,122.5,Nyulnyulan,Nyulnyulan,AU
Yaygir,,-29.66666667,153,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Yorta Yorta,,-36,146,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Yazva,kpv,65,55,Permic,Uralic,RU
Beria,zag,16,23,Eastern Saharan,Saharan,SD TD
Zapotec (Isthmus),zai,16.416667,-95,Zapotecan,Oto-Manguean,MX
Zapotec (Juárez),zaa,17.5,-96.58333333,Zapotecan,Oto-Manguean,MX
Zapotec (Mixtepec),zpm,16.33333333,-96.33333333,Zapotecan,Oto-Manguean,MX
Zande,zne,4,26,Ubangi,Niger-Congo,SS CD CF
Zapotec (Mitla),zaw,16.8,-96.25,Zapotecan,Oto-Manguean,MX
Zapotec (Quiegolani),zpi,16.16666667,-96.08333333,Zapotecan,Oto-Manguean,MX
Zarma,dje,13.83333333,2.166666667,Songhay,Songhay,NE
Zayse,zay,5.916666667,37.33333333,North Omotic,Afro-Asiatic,ET
Zazaki,diq,39,41,Iranian,Indo-European,TR
Zoque (Chimalapa),zoh,16.75,-94.75,Mixe-Zoque,Mixe-Zoque,MX
Zenaga,zen,17.33333333,-16,Berber,Afro-Asiatic,MR
Zoque (Francisco León),zos,17.33333333,-93.25,Mixe-Zoque,Mixe-Zoque,MX
Zhang-Zhung,jna,31.58333333,78.41666667,Bodic,Sino-Tibetan,IN
Zhuang (Northern),zgb,24,108,Kam-Tai,Tai-Kadai,CN
Zimakani,zik,-7.433333333,141.4333333,Marind Proper,Marind,PG
Zulu (Northern),zul,-28,31,Bantoid,Niger-Congo,ZA
Zapotec (Ixtlan),zpd,17.25,-96.5,Zapotecan,Oto-Manguean,MX
Zaparo,zro,-2,-76.33333333,Zaparoan,Zaparoan,PE EC
Zoque (Copainalá),zoc,17,-93.25,Mixe-Zoque,Mixe-Zoque,MX
Zoque (Ostuacan),zoc,17.41666667,-93.3,Mixe-Zoque,Mixe-Zoque,MX
Zoque (Rayon),zor,17.08333333,-93,Mixe-Zoque,Mixe-Zoque,MX
Popoluca (Sierra),poi,18.33333333,-95.16666667,Mixe-Zoque,Mixe-Zoque,MX
Zulu (Southern),zul,-31,30,Bantoid,Niger-Congo,ZA
Zapotec (San Lucas Quiaviní),zab,16.9,-96.46666667,Zapotecan,Oto-Manguean,MX
Zapotec (Texmelucan),zpz,16.5,-97.16666667,Zapotecan,Oto-Manguean,MX
Zulu,zul,-30,30,Bantoid,Niger-Congo,ZA
Zuni,zun,35.08333333,-108.8333333,Zuni,Zuni,US
Zapotec (Yatzachi),zav,17.2,-96.2,Zapotecan,Oto-Manguean,MX
Zapotec (Zoogocho),zpq,17.25,-96.25,Zapotecan,Oto-Manguean,MX
